eu0	0	[[0, 6609999], [6906000, 10482999], [10497000, 10848999], [10987000, 10992999], [11017000, 11844999], [11884000, 20588999], [20721000, 23357999], [23372000, 25693999], [25773000, 28277999], [28567000, 28940999], [28992000, 29691999], [29731000, 32443999], [32467000, 33841999], [33901000, 34423999], [34463000, 39229999], [39269000, 40548999], [40663000, 47293999], [47327000, 49998999]]
eu0	1	[[0, 7117999], [7236000, 9785999], [9838000, 10446999], [10668000, 11844999], [11904000, 13543999], [13619000, 23260999], [23414000, 24305999], [24334000, 24421999], [24558000, 25610999], [25676000, 25753999], [25799000, 26888999], [26938000, 28184999], [28259000, 34079999], [34103000, 34727999], [34738000, 36740999], [36775000, 38967999], [38988000, 39305999], [39330000, 39386999], [39477000, 39532999], [39580000, 43962999], [44069000, 47293999], [47327000, 49998999]]
eu1	0	[[0, 6609999], [6906000, 10482999], [10779000, 10893999], [10917000, 20588999], [20721000, 23357999], [23372000, 24061999], [24129000, 24296999], [24334000, 24421999], [24558000, 25557999], [25656000, 25752999], [25799000, 28321999], [28499000, 32246999], [32266000, 33841999], [33901000, 34423999], [34456000, 39005999], [39032000, 39305999], [39330000, 39466999], [39579000, 40355999], [40697000, 44082999], [44101000, 48967999], [48986000, 49536999], [49599000, 49998999]]
eu1	1	[[0, 5792999], [5802000, 6682999], [6754000, 10784999], [10797000, 10893999], [10917000, 11872999], [11894000, 12611999], [12680000, 14526999], [14530000, 23336999], [23361000, 23543999], [23549000, 23667999], [23729000, 25557999], [25704000, 28321999], [28499000, 38713999], [38733000, 39229999], [39267000, 40525999], [40620000, 47597999], [47651000, 49998999]]
eu2	0	[[0, 391999], [394000, 5010999], [5018000, 6101999], [6113000, 10405999], [10409000, 10575999], [10581000, 11911999], [11988000, 13543999], [13641000, 23336999], [23394000, 23430999], [24000000, 25023999], [25132000, 25485999], [25656000, 25702999], [25732000, 25753999], [25761000, 25946999], [25967000, 28211999], [28284000, 28447999], [28498000, 30767999], [30790000, 34375999], [34437000, 34727999], [34738000, 35490999], [35498000, 37056999], [37127000, 39233999], [39294000, 40163999], [40187000, 40559999], [40576000, 40860999], [40921000, 47525999], [47619000, 48517999], [48550000, 49998999]]
eu2	1	[[0, 1920999], [2071000, 5009999], [5018000, 10891999], [10987000, 10992999], [11017000, 13562999], [13609000, 22370999], [22398000, 22655999], [22716000, 23336999], [23394000, 24431999], [24591000, 24976999], [25132000, 25448999], [25492000, 25753999], [25965000, 28211999], [28499000, 29087999], [29146000, 32246999], [32266000, 32443999], [32467000, 33675999], [33693000, 34423999], [34463000, 35491999], [35498000, 37308999], [37355000, 38747999], [38767000, 39103999], [39152000, 39305999], [39330000, 39466999], [39579000, 41478999], [41500000, 48179999], [48196000, 48491999], [48508000, 48967999], [48986000, 49998999]]
eu3	0	[[0, 3795999], [3832000, 6661999], [6787000, 7117999], [7236000, 10202999], [10248000, 10834999], [10865000, 22221999], [22261000, 22470999], [22490000, 24556999], [24637000, 24959999], [24976000, 25472999], [25492000, 28044999], [28202000, 28246999], [28263000, 28277999], [28567000, 28940999], [29041000, 29095999], [29172000, 34291999], [34379000, 34469999], [34478000, 38740999], [38918000, 40715999], [40744000, 48967999], [48992000, 49998999]]
eu3	1	[[0, 1920999], [2071000, 3358999], [3443000, 13575999], [13627000, 14342999], [14368000, 19833999], [19880000, 24296999], [24334000, 24364999], [24752000, 25448999], [25492000, 25509999], [25704000, 28044999], [28202000, 28250999], [28358000, 29095999], [29172000, 34291999], [34379000, 38717999], [38733000, 38975999], [39055000, 39379999], [39412000, 41478999], [41500000, 43962999], [44070000, 48179999], [48195000, 48491999], [48508000, 48967999], [48986000, 49998999]]
eu4	0	[[0, 6589999], [6754000, 6805999], [6870000, 10575999], [10581000, 12263999], [12274000, 22794999], [22915000, 23390999], [23460000, 23481999], [23539000, 24431999], [24558000, 25693999], [25757000, 28250999], [28499000, 28522999], [28588000, 28613999], [28669000, 32384999], [32410000, 33675999], [33693000, 33841999], [33901000, 34727999], [34751000, 35634999], [35715000, 38889999], [39055000, 40143999], [40154000, 40338999], [40407000, 41413999], [41448000, 47525999], [47619000, 49998999]]
eu4	1	[[0, 7117999], [7191000, 11844999], [11914000, 15635999], [15641000, 20652999], [20721000, 22701999], [22757000, 23799999], [23892000, 23909999], [24044000, 24486999], [24500000, 24958999], [25059000, 27693999], [27710000, 28228999], [28264000, 34423999], [34458000, 37056999], [37127000, 38745999], [38767000, 38889999], [39055000, 39097999], [39133000, 40588999], [40613000, 49998999]]
eu5	0	[[0, 6609999], [6668000, 7117999], [7177000, 10405999], [10409000, 10575999], [10581000, 13562999], [13566000, 15635999], [15641000, 21899999], [22262000, 23336999], [23361000, 24296999], [24334000, 24364999], [24752000, 25448999], [25492000, 25509999], [25704000, 25946999], [25967000, 28044999], [28202000, 28250999], [28358000, 29095999], [29146000, 29691999], [29731000, 34423999], [34459000, 37056999], [37127000, 39301999], [39377000, 39500999], [39579000, 40338999], [40407000, 40656999], [40702000, 49998999]]
eu5	1	[[0, 5792999], [5802000, 6640999], [6787000, 7216999], [7236000, 10575999], [10581000, 12263999], [12274000, 12611999], [12659000, 13574999], [13627000, 19833999], [19880000, 20588999], [20721000, 21725999], [21777000, 21871999], [22004000, 23241999], [23263000, 23357999], [23394000, 24296999], [24308000, 24372999], [24463000, 24556999], [24619000, 25752999], [25768000, 26302999], [26361000, 28044999], [28202000, 28250999], [28351000, 28892999], [28950000, 29691999], [29731000, 33985999], [34108000, 34423999], [34458000, 37056999], [37080000, 38889999], [39055000, 43962999], [44070000, 46141999], [46160000, 47293999], [47327000, 49998999]]
eu6	0	[[0, 3434999], [3443000, 3795999], [3832000, 7135999], [7227000, 13562999], [13609000, 22122999], [22141000, 22745999], [23123000, 23241999], [23263000, 23357999], [23386000, 24556999], [24637000, 25693999], [25757000, 28044999], [28202000, 28246999], [28280000, 28461999], [28479000, 29095999], [29172000, 39193999], [39201000, 39320999], [39477000, 39629999], [39645000, 40143999], [40186000, 47293999], [47327000, 49536999], [49599000, 49998999]]
eu6	1	[[0, 391999], [394000, 3327999], [3443000, 7117999], [7189000, 10405999], [10409000, 10575999], [10581000, 12263999], [12274000, 20588999], [20721000, 21627999], [21675000, 23260999], [23414000, 24556999], [24619000, 25485999], [25566000, 28034999], [28065000, 28172999], [28202000, 28241999], [28264000, 28277999], [28627000, 28850999], [28963000, 34449999], [34594000, 36491999], [36528000, 38967999], [39039000, 40338999], [40407000, 40588999], [40620000, 40860999], [40921000, 48967999], [48992000, 49998999]]
